,firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons,year,pros_clean,cons_clean,headline_clean,too_long_pro,too_long_con,Clean_pro_aspect_sentiments,Clean_con_aspect_sentiments,pro_aspect_sentiments,con_aspect_sentiments
24396,Bupa,2019-02-03, Anonymous Employee,"Former Employee, more than 3 years","London, England, England",3,3.0,5.0,,3.0,3.0,3.0,x,r,r,Values at odds with experience,"Great values and purpose, some lovely people work in the teams who strive to do their best",Diversity low - of thought and ethnic groups. Ambition doesn’t match purpose yet has the potential to be so much more...,2019,great value and purpose some lovely people work in the team who strive to do their good,diversity low of thought and ethnic group ambition do not match purpose yet have the potential to be so much more,value at odd with experience,False,False,"{'people': {1: 0.0058238534, 2: 0.00936013, 3: 0.1206772, 4: 0.48290536, 5: 0.38123348, 'label': 4}, 'teamwork & collaboration': {1: 0.0041890256, 2: 0.0071991915, 3: 0.11266147, 4: 0.51503325, 5: 0.36091712, 'label': 4}}","{'diversity & inclusion': {1: 0.41168657, 2: 0.46407434, 3: 0.10920759, 4: 0.011819827, 5: 0.003211641, 'label': 2}, 'teamwork & collaboration': {1: 0.4005951, 2: 0.47466505, 3: 0.1099404, 4: 0.011888918, 5: 0.0029104764, 'label': 2}}","{'culture': {1: 0.009033462, 2: 0.017588934, 3: 0.18201074, 4: 0.5015371, 5: 0.2898298, 'label': 4}, 'people': {1: 0.008177525, 2: 0.015333437, 3: 0.16953723, 4: 0.5036793, 5: 0.3032726, 'label': 4}, 'teamwork & collaboration': {1: 0.005141864, 2: 0.011284824, 3: 0.15994096, 4: 0.5452942, 5: 0.27833813, 'label': 4}}","{'diversity & inclusion': {1: 0.42164558, 2: 0.47948772, 3: 0.08957871, 4: 0.007383169, 5: 0.0019047445, 'label': 2}, 'teamwork & collaboration': {1: 0.42381647, 2: 0.4793251, 3: 0.08758516, 4: 0.0074576805, 5: 0.0018157334, 'label': 2}}"
99758,Search-Consultancy,2017-08-23, Consultant,"Former Employee, less than 1 year","Leicester, England, England",1,1.0,2.0,,1.0,2.0,2.0,x,x,x,Good Training - oversold the 'dream',training is comprehensive and enjoyable,told you were going into something it wasn't,2017,training be comprehensive and enjoyable,tell you be go into something it be not,good training oversell the dream,False,False,"{'training & onboarding': {1: 0.0047782613, 2: 0.007650181, 3: 0.12945765, 4: 0.54360914, 5: 0.3145048, 'label': 4}}",{},"{'training & onboarding': {1: 0.0035026, 2: 0.005199373, 3: 0.10763339, 4: 0.551746, 5: 0.33191863, 'label': 4}}",{}
59135,J-Sainsbury,2021-03-26, Trading Assistant,"Current Employee, less than 1 year","London, England, England",3,3.0,3.0,4.0,3.0,3.0,3.0,v,v,v,Salary,"Good company
Salary is good but could be better. Nice people",Salary is okay but could be better,2021,good company salary be good but could be well nice people,salary be okay but could be well,salary,False,False,"{'pay': {1: 0.03847432, 2: 0.0913516, 3: 0.4185497, 4: 0.3701236, 5: 0.08150083, 'label': 3}, 'people': {1: 0.03208329, 2: 0.08238518, 3: 0.4228962, 4: 0.38303232, 5: 0.079602964, 'label': 3}}","{'pay': {1: 0.17911437, 2: 0.3449182, 3: 0.3869217, 4: 0.07847693, 5: 0.010568747, 'label': 3}}","{'pay': {1: 0.011601772, 2: 0.04126104, 3: 0.42240098, 4: 0.44805846, 5: 0.076677665, 'label': 4}, 'people': {1: 0.0100592235, 2: 0.036773343, 3: 0.40925333, 4: 0.4633955, 5: 0.080518596, 'label': 4}}","{'pay': {1: 0.13738373, 2: 0.33064973, 3: 0.44612867, 4: 0.076526746, 5: 0.0093111675, 'label': 3}}"
23111,British-Airways,2019-11-23, Cabin Crew,"Current Employee, more than 1 year","Gatwick, England, England",4,4.0,5.0,,4.0,4.0,5.0,v,r,v,Good company to work for,Lots of holiday/ beach  destinations to travel to. Great team of people and positive work environment. Being able to bid for trips. Proud to work for UK's national airline.,Long and unsocial hours and can be very tiring. Fluctuation in earnings due to not always getting long trips. Cut backs.,2019,lot of holiday/ beach destination to travel to great team of people and positive work environment be able to bid for trip proud to work for uk 's national airline,long and unsocial hour and can be very tiring fluctuation in earning due to not always get long trip cut back,good company to work for,False,False,"{'work-life balance': {1: 0.009504585, 2: 0.017053733, 3: 0.1540853, 4: 0.46788943, 5: 0.35146704, 'label': 4}, 'culture': {1: 0.010989866, 2: 0.016263528, 3: 0.119047225, 4: 0.42123204, 5: 0.4324674, 'label': 5}, 'travel': {1: 0.008629292, 2: 0.012902707, 3: 0.11631277, 4: 0.43473423, 5: 0.427421, 'label': 4}, 'people': {1: 0.010334276, 2: 0.01503249, 3: 0.116818175, 4: 0.42415679, 5: 0.43365824, 'label': 5}, 'teamwork & collaboration': {1: 0.008649038, 2: 0.013660966, 3: 0.11326145, 4: 0.44909185, 5: 0.41533673, 'label': 4}}",{},"{'work-life balance': {1: 0.0028623093, 2: 0.004915257, 3: 0.06582305, 4: 0.43785203, 5: 0.48854738, 'label': 5}, 'culture': {1: 0.0029324556, 2: 0.0043638595, 3: 0.050564207, 4: 0.38543686, 5: 0.5567026, 'label': 5}, 'travel': {1: 0.0025999001, 2: 0.0038882692, 3: 0.0515325, 4: 0.3988745, 5: 0.5431048, 'label': 5}, 'people': {1: 0.002901817, 2: 0.004326856, 3: 0.050721206, 4: 0.38889104, 5: 0.55315906, 'label': 5}, 'teamwork & collaboration': {1: 0.0025468536, 2: 0.0039570117, 3: 0.049099367, 4: 0.4065805, 5: 0.5378163, 'label': 5}}","{'work-life balance': {1: 0.40219125, 2: 0.50494504, 3: 0.08557597, 4: 0.005727307, 5: 0.0015603974, 'label': 2}}"
119440,Virgin-Active,2020-10-23, Personal Trainer,Current Employee,"London, England, England",2,2.0,1.0,3.0,1.0,3.0,1.0,x,x,r,Virgin Active master trainer,Pay is £27.50 plus holiday pay For 45 min session minus taxes,"Poor management 
Too much admin 
Over complicated booking system 
Weekly meetings that are compulsory 
Over controlling managers who always try to put you down 
Too much corporate BS",2020,pay be £ 27.50 plus holiday pay for 45 min session minus taxis,poor management too much admin over complicated booking system weekly meeting that be compulsory over control manager who always try to put you down too much corporate bs,virgin active master trainer,False,False,"{'pay': {1: 0.10249298, 2: 0.089456595, 3: 0.24820048, 4: 0.34110934, 5: 0.21874055, 'label': 4}, 'work-life balance': {1: 0.055862073, 2: 0.0701694, 3: 0.28685832, 4: 0.39789543, 5: 0.18921481, 'label': 4}}","{'management': {1: 0.53208846, 2: 0.36209437, 3: 0.09204786, 4: 0.010446678, 5: 0.003322652, 'label': 1}}","{'pay': {1: 0.10424215, 2: 0.08811123, 3: 0.24611901, 4: 0.33691332, 5: 0.22461426, 'label': 4}, 'work-life balance': {1: 0.063080005, 2: 0.073826514, 3: 0.28538492, 4: 0.38466725, 5: 0.19304124, 'label': 4}}","{'management': {1: 0.5412096, 2: 0.36439466, 3: 0.08250929, 4: 0.008916564, 5: 0.002969982, 'label': 1}}"
82721,Nando-s-UK-and-IRE,2021-01-06, Vice President,Current Employee,"London, England, England",4,,,,,,,o,o,o,Very short time there,Good place to work i say,Not bad to work i say,2021,good place to work I say,not bad to work I say,very short time there,False,False,{},{},{},{}
80862,NHS,2020-11-26, Ward Clerk,Current Employee,"London, England, England",3,,,,,,,o,o,o,Ward clerk,"Benefits 10% discounts, patient helping , government job,","Working during COVID, wearing mask 2/47, fast pace,",2020,benefit 10 discount patient helping government job,work during covid wear mask 2/47 fast pace,ward clerk,False,False,{},{},"{'benefits': {1: 0.041209355, 2: 0.04740821, 3: 0.19204709, 4: 0.4182445, 5: 0.30109078, 'label': 4}}",{}
112381,Travelodge-Hotels-UK,2015-09-11, Customer Services,"Current Employee, more than 1 year","Thame, England, England",5,3.0,4.0,,4.0,3.0,5.0,v,v,v,a Joy,"Great Pay, Friendly Atmosphere, Flexible Hours, Kind Support System.",Weekend Work in some departments.,2015,great pay friendly atmosphere flexible hour kind support system,weekend work in some department,a joy,False,False,"{'pay': {1: 0.0047388733, 2: 0.0064914515, 3: 0.07040993, 4: 0.46045294, 5: 0.45790675, 'label': 4}, 'culture': {1: 0.004873366, 2: 0.006725556, 3: 0.07552113, 4: 0.458833, 5: 0.45404696, 'label': 4}, 'flexibility': {1: 0.0054570124, 2: 0.008391373, 3: 0.08564959, 4: 0.48896852, 5: 0.4115335, 'label': 4}, 'tools & resources': {1: 0.0040014917, 2: 0.0057871942, 3: 0.06651144, 4: 0.46418473, 5: 0.45951518, 'label': 4}}",{},"{'pay': {1: 0.0030199157, 2: 0.0044252723, 3: 0.055138744, 4: 0.44521707, 5: 0.49219897, 'label': 5}, 'work-life balance': {1: 0.0027553525, 2: 0.004932717, 3: 0.08623013, 4: 0.5309496, 5: 0.37513217, 'label': 4}, 'culture': {1: 0.002891298, 2: 0.004315135, 3: 0.057872135, 4: 0.44991568, 5: 0.48500568, 'label': 5}, 'flexibility': {1: 0.0036260092, 2: 0.006111866, 3: 0.07116819, 4: 0.4931471, 5: 0.4259468, 'label': 4}, 'tools & resources': {1: 0.002646528, 2: 0.004192544, 3: 0.057835165, 4: 0.4701956, 5: 0.4651302, 'label': 4}}",{}
51261,Her-Majesty-s-Revenue-and-Customs,2021-01-13, Assistant Economist,"Current Employee, less than 1 year","Manchester, England, England",5,,,,,,,o,o,o,Good place to work,Good work life balance and friendly,"Not applicable, good place to work",2021,good work life balance and friendly,not applicable good place to work,good place to work,False,False,"{'work-life balance': {1: 0.0042728405, 2: 0.0074021127, 3: 0.13014467, 4: 0.53465855, 5: 0.32352176, 'label': 4}}",{},"{'work-life balance': {1: 0.0042728405, 2: 0.0074021127, 3: 0.13014467, 4: 0.53465855, 5: 0.32352176, 'label': 4}}",{}
92346,PwC,2021-03-02, Senior Associate,Former Employee,"Watford, East of England, England, England",5,,,,,,,o,o,o,Best auditing firm,"High pay
Good working environment
Up to date technologies",Toxic environment as usual for audit,2021,high pay good working environment up to date technology,toxic environment as usual for audit,good auditing firm,False,False,"{'pay': {1: 0.006764114, 2: 0.012398109, 3: 0.1401121, 4: 0.54002666, 5: 0.30069903, 'label': 4}, 'culture': {1: 0.0069089294, 2: 0.013027555, 3: 0.14450772, 4: 0.5376517, 5: 0.29790407, 'label': 4}, 'tools & resources': {1: 0.0060382197, 2: 0.010904443, 3: 0.12207949, 4: 0.53237176, 5: 0.32860616, 'label': 4}}","{'culture': {1: 0.50689584, 2: 0.32802108, 3: 0.119167365, 4: 0.032723933, 5: 0.013191689, 'label': 1}}","{'pay': {1: 0.0069469656, 2: 0.012962773, 3: 0.14973247, 4: 0.53750944, 5: 0.2928484, 'label': 4}, 'culture': {1: 0.0066468627, 2: 0.012737719, 3: 0.14791404, 4: 0.53776735, 5: 0.294934, 'label': 4}}","{'culture': {1: 0.50689584, 2: 0.32802108, 3: 0.119167365, 4: 0.032723933, 5: 0.013191689, 'label': 1}}"
41338,Equiniti,2018-12-31, Communications Specialist,"Current Employee, more than 1 year","Worthing, South East England, England, England",5,5.0,3.0,,5.0,4.0,5.0,v,v,v,On our way,"Right now is an exciting time to be part of the business as it expands into the US and heads closer to the FTSE100. The medium size of the company means you have the freedom to get involved in exciting projects and your ideas can have a real impact. I’ve been very lucky since joining and been given amazing opportunities, mentoring and coaching. I think anyone’s experience is dictated by their individual manager - have worked with some fab people so far. I genuinely believe in the Group strategy and leadership - exciting times ahead!","There are some challenges in HR, IT etc but feel confident that recent leadership appointments will soon bring big improvements.",2018,right now be an exciting time to be part of the business as it expand into the we and head close to the ftse100 the medium size of the company mean you have the freedom to get involve in exciting project and your idea can have a real impact I ’ve be very lucky since join and be give amazing opportunity mentoring and coach I think anyone ’s experience be dictate by their individual manager have work with some fab people so far I genuinely believe in the group strategy and leadership exciting time ahead,there be some challenge in hr it etc but feel confident that recent leadership appointment will soon bring big improvement,on our way,False,False,"{'management': {1: 0.03529412, 2: 0.05292765, 3: 0.1312849, 4: 0.38196328, 5: 0.39853004, 'label': 5}, 'growth': {1: 0.033709146, 2: 0.05238221, 3: 0.12503487, 4: 0.38021186, 5: 0.40866196, 'label': 5}, 'people': {1: 0.03812912, 2: 0.0560001, 3: 0.13281728, 4: 0.3724883, 5: 0.40056518, 'label': 5}, 'teamwork & collaboration': {1: 0.033003237, 2: 0.054334085, 3: 0.14390317, 4: 0.40237376, 5: 0.36638576, 'label': 4}}","{'management': {1: 0.118266754, 2: 0.24176973, 3: 0.37805888, 4: 0.21153009, 5: 0.05037452, 'label': 3}}","{'management': {1: 0.013856942, 2: 0.025089394, 3: 0.07902665, 4: 0.38825974, 5: 0.49376726, 'label': 5}, 'people': {1: 0.014555999, 2: 0.025963113, 3: 0.07935597, 4: 0.38154343, 5: 0.4985815, 'label': 5}, 'teamwork & collaboration': {1: 0.008972618, 2: 0.017886622, 3: 0.07046873, 4: 0.41466224, 5: 0.48800984, 'label': 5}}","{'management': {1: 0.10752702, 2: 0.27195615, 3: 0.4089192, 4: 0.17749213, 5: 0.03410549, 'label': 3}}"
118125,University-of-Southampton,2018-08-07, ESM Network Team Leader,"Former Employee, less than 1 year","Southampton, England, England",1,3.0,1.0,,2.0,4.0,1.0,x,r,r,iSolutions ESM Management - Dishonest and Untrustworthy,ESMNetwork and ESMTelephony engineers competent and professional,Management unprofessional and incompetent use fear to control employees,2018,esmnetwork and esmtelephony engineer competent and professional,management unprofessional and incompetent use fear to control employee,isolution esm management dishonest and untrustworthy,False,False,{},"{'management': {1: 0.80576956, 2: 0.14672863, 3: 0.032412846, 4: 0.008193348, 5: 0.006895596, 'label': 1}}",{},"{'management': {1: 0.81179583, 2: 0.14281146, 3: 0.030538563, 4: 0.007872282, 5: 0.0069819316, 'label': 1}}"
11687,BDO,2017-11-30, Anonymous Employee,Former Employee,"Ipswich, England, England",1,3.0,1.0,,1.0,2.0,1.0,x,r,x,Ask them what their staff turnover is like,Relatively flexible working in comparison to similar size firms,"If you are considering interviewing here I suggest you ask what their staff turnover is like and why - and if this is an internal cultural thing?  Do your research, speak to current and former employees where possible and then decide whether this is a place you'd like work",2017,relatively flexible work in comparison to similar size firm,if you be consider interview here I suggest you ask what their staff turnover be like and why and if this be an internal cultural thing do your research speak to current and former employee where possible and then decide whether this be a place you would like work,ask they what their staff turnover be like,False,False,"{'flexibility': {1: 0.015862344, 2: 0.05221811, 3: 0.30836, 4: 0.49520135, 5: 0.1283582, 'label': 4}}",{},"{'flexibility': {1: 0.015320942, 2: 0.049414366, 3: 0.29219133, 4: 0.50351053, 5: 0.13956283, 'label': 4}}",{}
19757,Blue-Yonder,2021-02-26, Data,Former Employee,"London, England, England",2,1.0,1.0,2.0,1.0,3.0,2.0,x,o,x,Data,"Bonus, some people are nice","Unpaid over time, work place politics",2021,bonus some people be nice,unpaid over time work place politic,datum,False,False,"{'pay': {1: 0.028063018, 2: 0.035514142, 3: 0.2434768, 4: 0.44101837, 5: 0.25192767, 'label': 4}, 'people': {1: 0.020276416, 2: 0.029658768, 3: 0.25889215, 4: 0.45962572, 5: 0.23154694, 'label': 4}}",{},"{'pay': {1: 0.020516142, 2: 0.03059724, 3: 0.23485948, 4: 0.4666372, 5: 0.24738999, 'label': 4}, 'people': {1: 0.013751737, 2: 0.024379836, 3: 0.25765947, 4: 0.4937812, 5: 0.21042775, 'label': 4}}",{}
123085,Waitrose,2020-09-08, Waitrose Supermarket Assistant,Current Employee,"Warminster, England, England",5,5.0,5.0,,3.0,4.0,5.0,v,r,v,Excellent first job and for students,"Flexible hours 
Kind and understanding managers
Training",Sometimes there are difficult customers,2020,flexible hour kind and understand manager training,sometimes there be difficult customer,excellent first job and for student,False,False,"{'flexibility': {1: 0.013457057, 2: 0.020660115, 3: 0.16735941, 4: 0.5007144, 5: 0.29780897, 'label': 4}, 'training & onboarding': {1: 0.008306358, 2: 0.011464477, 3: 0.12701644, 4: 0.5008066, 5: 0.35240614, 'label': 4}}",{},"{'management': {1: 0.007567178, 2: 0.0117212115, 3: 0.14012422, 4: 0.51192886, 5: 0.32865846, 'label': 4}, 'work-life balance': {1: 0.006633282, 2: 0.012140809, 3: 0.1804477, 4: 0.5394084, 5: 0.26136988, 'label': 4}, 'flexibility': {1: 0.008836184, 2: 0.014729673, 3: 0.16045111, 4: 0.52644396, 5: 0.28953907, 'label': 4}, 'training & onboarding': {1: 0.0055846777, 2: 0.008449693, 3: 0.1199333, 4: 0.5211413, 5: 0.34489104, 'label': 4}}",{}
127215,next,2021-01-28, Warehouse Worker,"Former Employee, less than 1 year","Wakefield, England, England",1,1.0,1.0,1.0,1.0,1.0,1.0,x,x,x,ProActive Mental Health? Don't make me laugh,"There is None, Seriously. Unless you enjoy being spoken down to and made to feel worthless.",I'd be here all day.,2021,there be none seriously unless you enjoy be speak down to and make to feel worthless,I would be here all day,proactive mental health do not make I laugh,False,False,{},{},{},{}
120757,Vodafone,2019-09-23, Solutions Consultant,"Former Employee, more than 5 years","Newbury, England, England",3,4.0,3.0,,3.0,3.0,3.0,v,v,x,Good place to grow,"Opportunity, locations, and work-life balance.","Same as every large organisation, pockets of very good and effective people, pulled back with the masses. Recent centralisation workforce policy changes, short sighted",2019,opportunity location and work life balance,same as every large organisation pocket of very good and effective people pull back with the masse recent centralisation workforce policy change short sight,good place to grow,False,False,"{'work-life balance': {1: 0.00946284, 2: 0.015809491, 3: 0.20134644, 4: 0.5040775, 5: 0.2693037, 'label': 4}, 'growth': {1: 0.0072676144, 2: 0.01287779, 3: 0.19078317, 4: 0.5372179, 5: 0.25185356, 'label': 4}}","{'people': {1: 0.4404447, 2: 0.28575394, 3: 0.14303698, 4: 0.0747174, 5: 0.05604694, 'label': 1}}","{'work-life balance': {1: 0.0052727396, 2: 0.009311453, 3: 0.1525752, 4: 0.54385275, 5: 0.28898785, 'label': 4}, 'growth': {1: 0.004260223, 2: 0.008226672, 3: 0.15258144, 4: 0.55707043, 5: 0.27786127, 'label': 4}}","{'people': {1: 0.46517017, 2: 0.29908735, 3: 0.11352931, 4: 0.064898394, 5: 0.057314854, 'label': 1}}"
52440,IBM,2016-01-19, Business Consultant,"Current Employee, more than 3 years","London, England, England",4,4.0,3.0,,4.0,3.0,2.0,v,r,v,IBM,"Good learning opportunities
Large Community 
Great roles if you are willing to hunt them down 
Flexible working 
Opportunities to travel  
Chance to work with household name companies","Can feel like a cog in a machine 
Management have a top down perspective 
The organisation can appear confused and often changes direction",2016,good learning opportunity large community great role if you be willing to hunt they down flexible work opportunity to travel chance to work with household name company,can feel like a cog in a machine management have a top down perspective the organisation can appear confused and often change direction,ibm,False,False,"{'growth': {1: 0.00714223, 2: 0.013691687, 3: 0.16700435, 4: 0.5662049, 5: 0.24595682, 'label': 4}, 'travel': {1: 0.007053194, 2: 0.013363623, 3: 0.1764532, 4: 0.560621, 5: 0.24250898, 'label': 4}, 'flexibility': {1: 0.009308817, 2: 0.018903865, 3: 0.19735482, 4: 0.5548589, 5: 0.21957356, 'label': 4}, 'people': {1: 0.007739213, 2: 0.014537429, 3: 0.17754216, 4: 0.55491257, 5: 0.24526867, 'label': 4}, 'job role clarity': {1: 0.008258537, 2: 0.018247271, 3: 0.22503495, 4: 0.55631375, 5: 0.19214553, 'label': 4}}","{'management': {1: 0.46694568, 2: 0.36341107, 3: 0.13787138, 4: 0.024491034, 5: 0.007280891, 'label': 1}}","{'travel': {1: 0.0064014634, 2: 0.014330219, 3: 0.20367512, 4: 0.56761765, 5: 0.20797549, 'label': 4}, 'flexibility': {1: 0.008568815, 2: 0.020550806, 3: 0.22553541, 4: 0.5547517, 5: 0.19059332, 'label': 4}, 'people': {1: 0.0068152584, 2: 0.015292127, 3: 0.20453964, 4: 0.5643045, 5: 0.20904848, 'label': 4}, 'job role clarity': {1: 0.007189897, 2: 0.018319119, 3: 0.24703258, 4: 0.56095517, 5: 0.16650328, 'label': 4}}","{'management': {1: 0.445093, 2: 0.37234476, 3: 0.1493026, 4: 0.025919814, 5: 0.007339802, 'label': 1}}"
42827,GLL,2017-02-17, Customer Service Assistant (Receptionist),"Current Employee, less than 1 year","London, England, England",3,4.0,3.0,,5.0,5.0,2.0,v,r,v,Depends who you work with,"Great relationship between employees (centre dependant)

Develop relationships with customers

Fair Rota scheduling

No unnecessary nit picking as long as the work is done","Outreach

Pressure on sales

Can get a little on top during busy periods

Short lunch break

Can be working under Managers who dont have a clue

Really early starts on some days in the week",2017,great relationship between employee centre dependant develop relationship with customer fair rota scheduling no unnecessary nit pick as long as the work be do,outreach pressure on sale can get a little on top during busy period short lunch break can be work under manager who do not have a clue really early start on some day in the week,depend who you work with,False,False,{},"{'stress & pressure': {1: 0.14849353, 2: 0.26304987, 3: 0.33172718, 4: 0.19388914, 5: 0.06284024, 'label': 3}, 'benefits': {1: 0.18751113, 2: 0.3363856, 3: 0.32114378, 4: 0.12575287, 5: 0.029206658, 'label': 2}}",{},"{'management': {1: 0.21505506, 2: 0.36637223, 3: 0.29708204, 4: 0.098458454, 5: 0.023032246, 'label': 2}, 'stress & pressure': {1: 0.1691209, 2: 0.3034315, 3: 0.32234403, 4: 0.15655947, 5: 0.04854408, 'label': 3}, 'benefits': {1: 0.18603933, 2: 0.36211056, 3: 0.31867814, 4: 0.109245695, 5: 0.023926297, 'label': 2}}"
36053,Deloitte,2021-03-30, Senior Manager,"Current Employee, more than 1 year","London, England, England",5,,,,,,,o,o,o,excellent firm,positive culture and very strong consulting arm vs other Big 4,structures can be complex for new joiner,2021,positive culture and very strong consulting arm vs other big 4,structure can be complex for new joiner,excellent firm,False,False,"{'culture': {1: 0.008211891, 2: 0.009871686, 3: 0.067126095, 4: 0.40061402, 5: 0.5141763, 'label': 5}}",{},"{'culture': {1: 0.008211891, 2: 0.009871686, 3: 0.067126095, 4: 0.40061402, 5: 0.5141763, 'label': 5}}",{}
44160,Goldman-Sachs,2018-05-25, Executive Director,"Current Employee, more than 10 years","London, England, England",4,3.0,3.0,,4.0,4.0,4.0,v,v,v,Executive Director,"Diversity, learning opportunities, work ethic, professionalism","Work life balance, over demanding",2018,diversity learn opportunity work ethic professionalism,work life balance over demand,executive director,False,False,"{'growth': {1: 0.010103269, 2: 0.015031549, 3: 0.17632759, 4: 0.50118965, 5: 0.2973479, 'label': 4}, 'diversity & inclusion': {1: 0.010050374, 2: 0.014119834, 3: 0.16759934, 4: 0.49627033, 5: 0.31196013, 'label': 4}}","{'work-life balance': {1: 0.27870023, 2: 0.24027589, 3: 0.21414854, 4: 0.15440112, 5: 0.1124743, 'label': 1}}","{'diversity & inclusion': {1: 0.0058524334, 2: 0.008235948, 3: 0.1104437, 4: 0.4868308, 5: 0.3886371, 'label': 4}}","{'work-life balance': {1: 0.34711733, 2: 0.37141362, 3: 0.19945517, 4: 0.057553858, 5: 0.024459949, 'label': 2}, 'stress & pressure': {1: 0.27835298, 2: 0.34652734, 3: 0.21911368, 4: 0.10307619, 5: 0.052929837, 'label': 2}}"
35458,Deloitte,2020-09-18, PPI Case Handler,"Former Employee, less than 1 year","Manchester, England, England",1,2.0,2.0,3.0,4.0,4.0,2.0,x,r,r,Contractor,good salary and flexible working hours,Didn't consider staff best interest throughout the projects,2020,good salary and flexible working hour,do not consider staff good interest throughout the project,contractor,False,False,"{'pay': {1: 0.0063943127, 2: 0.010720598, 3: 0.13904735, 4: 0.5270639, 5: 0.3167738, 'label': 4}, 'flexibility': {1: 0.006961856, 2: 0.013248142, 3: 0.15344666, 4: 0.5426198, 5: 0.2837235, 'label': 4}}",{},"{'pay': {1: 0.006080866, 2: 0.010103281, 3: 0.13994403, 4: 0.53131944, 5: 0.3125524, 'label': 4}, 'work-life balance': {1: 0.0052939258, 2: 0.010952896, 3: 0.18766518, 4: 0.5624139, 5: 0.23367408, 'label': 4}, 'flexibility': {1: 0.0069290623, 2: 0.012952831, 3: 0.15710181, 4: 0.54497427, 5: 0.27804202, 'label': 4}}",{}
9043,Aviva,2018-04-12, Customer Advisor,"Current Employee, less than 1 year","Norwich, England, England",2,1.0,2.0,,1.0,2.0,2.0,x,r,r,Adequate.,"Free fruit once a week, well paid for what you actually have to do.","Shifts are not as advertised in interview, monotonous work, ridiculously old unreliable software and systems.",2018,free fruit once a week well pay for what you actually have to do,shift be not as advertise in interview monotonous work ridiculously old unreliable software and system,adequate,False,False,"{'pay': {1: 0.07167538, 2: 0.05748205, 3: 0.19418807, 4: 0.3526238, 5: 0.32403073, 'label': 4}}","{'flexibility': {1: 0.7441247, 2: 0.21287997, 3: 0.036787666, 4: 0.0043337257, 5: 0.0018737976, 'label': 1}, 'tools & resources': {1: 0.7955248, 2: 0.17105088, 3: 0.028277291, 4: 0.0034775846, 5: 0.001669598, 'label': 1}}",{},"{'flexibility': {1: 0.7085409, 2: 0.2598629, 3: 0.028469635, 4: 0.0022675134, 5: 0.00085901876, 'label': 1}, 'tools & resources': {1: 0.75441724, 2: 0.22048531, 3: 0.022450639, 4: 0.0018756251, 5: 0.00077119406, 'label': 1}}"
93205,RSM,2019-10-18, Receptionist,"Former Employee, less than 1 year","Guildford, England, England",1,1.0,1.0,,1.0,2.0,1.0,x,r,r,Support staff are treated like slaves,Unfortunately there was not really any pros,"Long hours, uniform, lack of flexibility, poor micromanagement, no independence in role, low salary",2019,unfortunately there be not really any pro,long hour uniform lack of flexibility poor micromanagement no independence in role low salary,support staff be treat like slave,False,False,{},"{'pay': {1: 0.53646827, 2: 0.38260016, 3: 0.0740017, 4: 0.0054637706, 5: 0.0014661904, 'label': 1}, 'management': {1: 0.53038794, 2: 0.39333028, 3: 0.07000703, 4: 0.004945461, 5: 0.0013293357, 'label': 1}, 'work-life balance': {1: 0.45289162, 2: 0.45075503, 3: 0.08861308, 4: 0.0062320037, 5: 0.001508232, 'label': 1}, 'flexibility': {1: 0.47174796, 2: 0.4308775, 3: 0.089113295, 4: 0.006588406, 5: 0.0016729565, 'label': 1}, 'job role clarity': {1: 0.44926265, 2: 0.4409032, 3: 0.099986546, 4: 0.007935476, 5: 0.0019122115, 'label': 1}}",{},"{'pay': {1: 0.5501416, 2: 0.38980934, 3: 0.055765405, 4: 0.0033885548, 5: 0.00089505635, 'label': 1}, 'management': {1: 0.5308482, 2: 0.4102611, 3: 0.054807335, 4: 0.0032323233, 5: 0.00085104234, 'label': 1}, 'work-life balance': {1: 0.44885606, 2: 0.47653913, 3: 0.06964191, 4: 0.00400884, 5: 0.0009540002, 'label': 2}, 'stress & pressure': {1: 0.5383636, 2: 0.40835342, 3: 0.049134266, 4: 0.003194886, 5: 0.00095385587, 'label': 1}, 'flexibility': {1: 0.4870866, 2: 0.4409114, 3: 0.066573575, 4: 0.004327687, 5: 0.0011007012, 'label': 1}, 'job role clarity': {1: 0.43680164, 2: 0.46690387, 3: 0.088699244, 4: 0.006228259, 5: 0.001366849, 'label': 2}}"
